taxa1	taxa2	rhoCut
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Archaea;Archaea;Halobacterota;Methanosarcinia	1
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Bacteria;Bacteria;Acidobacteriota;Subgroup 19	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Archaea;Archaea;Crenarchaeota;Nitrososphaeria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;TK10	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Firmicutes;Negativicutes	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Acidobacteriota;Subgroup 5	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;AD3	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;KD4-96	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Dependentiae;Babeliae	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Myxococcota;Myxococcia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Nitrospirota;4-29-1	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;OM190	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;Phycisphaerae	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	1
Bacteria;Bacteria;Acidobacteriota;AT-s3-28	Archaea;Archaea;Halobacterota;Methanosarcinia	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Holophagae	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Subgroup 11	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Actinobacteriota;Actinobacteria	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Chloroflexi;Anaerolineae	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Chloroflexi;TK10	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Firmicutes;Negativicutes	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Bacteria;Bacteria;Acidobacteriota;FFCH5909	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Acidobacteriota;Holophagae	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 11	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 18	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 18	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 20	Bacteria;Bacteria;Abditibacteriota;Abditibacteria	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Acidobacteriota;Subgroup 22	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Chloroflexi;AD3	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Dependentiae;Babeliae	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Myxococcota;Myxococcia	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Nitrospirota;4-29-1	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Planctomycetota;OM190	1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	1
Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	1
Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	Bacteria;Bacteria;Deinococcota;Deinococci	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Archaea;Archaea;Crenarchaeota;Nitrososphaeria	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 18	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Actinobacteria	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Armatimonadota;Armatimonadia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;TK10	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Firmicutes;Bacilli	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Myxococcota;Polyangia	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Chloroflexi;AD3	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Dependentiae;Babeliae	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Myxococcota;Myxococcia	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Nitrospirota;4-29-1	1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Planctomycetota;OM190	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Archaea;Archaea;Crenarchaeota;Nitrososphaeria	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Acidobacteriota;FFCH5909	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;TK10	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Firmicutes;Bacilli	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Firmicutes;Negativicutes	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia	Bacteria;Bacteria;Firmicutes;Limnochordia	1
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia	Bacteria;Bacteria;Firmicutes;Symbiobacteriia	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Acidobacteriota;FFCH5909	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Deinococcota;Deinococci	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;FFCH5909	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	Bacteria;Bacteria;Armatimonadota;Armatimonadia	1
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	Bacteria;Bacteria;Bdellovibrionota;Oligoflexia	1
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Acidobacteriota;Subgroup 18	1
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	1
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	1
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Acidobacteriota;AT-s3-28	1
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Acidobacteriota;Holophagae	1
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Acidobacteriota;Subgroup 5	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Chloroflexi;AD3	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Chloroflexi;Gitt-GS-136	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Entotheonellaeota;Entotheonellia	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Planctomycetota;Phycisphaerae	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	1
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria	1
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Bacteroidota;Kryptonia	1
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Bacteroidota;Kryptonia	Bacteria;Bacteria;Acidobacteriota;AT-s3-28	1
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Bacteroidota;Kryptonia	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Nitrospirota;4-29-1	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Acidobacteriota;AT-s3-28	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Chloroflexi;OLB14	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Firmicutes;Negativicutes	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Hydrogenedentes;Hydrogenedentia	1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Patescibacteria;Berkelbacteria	1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Archaea;Archaea;Crenarchaeota;Nitrososphaeria	1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
