taxa1	taxa2
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Archaea;Archaea;Halobacterota;Methanosarcinia
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Bacteria;Bacteria;Acidobacteriota;Subgroup 19
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Archaea;Archaea;Crenarchaeota;Nitrososphaeria
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;MB-A2-108
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;SHA-26
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;TK10
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Firmicutes;Negativicutes
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Myxococcota;bacteriap25
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Acidobacteriota;Subgroup 5
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Bacteroidota;Kapabacteria
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;AD3
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;KD4-96
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Dependentiae;Babeliae
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Myxococcota;Myxococcia
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Nitrospirota;4-29-1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;OM190
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;Phycisphaerae
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae
Bacteria;Bacteria;Acidobacteriota;AT-s3-28	Archaea;Archaea;Halobacterota;Methanosarcinia
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Archaea;Archaea;Thermoplasmatota;Thermoplasmata
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Holophagae
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Subgroup 11
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Actinobacteriota;Actinobacteria
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Chloroflexi;Anaerolineae
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Chloroflexi;TK10
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Firmicutes;Negativicutes
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Bacteria;Bacteria;Acidobacteriota;FFCH5909	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Acidobacteriota;Holophagae	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia
Bacteria;Bacteria;Acidobacteriota;Subgroup 11	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Acidobacteriota;Subgroup 18	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia
Bacteria;Bacteria;Acidobacteriota;Subgroup 18	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia
Bacteria;Bacteria;Acidobacteriota;Subgroup 20	Bacteria;Bacteria;Abditibacteriota;Abditibacteria
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Chloroflexi;SHA-26
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Acidobacteriota;Subgroup 25	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Acidobacteriota;Subgroup 22
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Bacteroidota;Kapabacteria
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Chloroflexi;AD3
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Dependentiae;Babeliae
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Myxococcota;Myxococcia
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Nitrospirota;4-29-1
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Planctomycetota;OM190
Bacteria;Bacteria;Acidobacteriota;Subgroup 5	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae
Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia
Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	Bacteria;Bacteria;Deinococcota;Deinococci
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Archaea;Archaea;Crenarchaeota;Nitrososphaeria
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Blastocatellia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 18
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Actinobacteria
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Actinobacteriota;Thermoleophilia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Armatimonadota;Armatimonadia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;SHA-26
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Chloroflexi;TK10
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Firmicutes;Bacilli
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Myxococcota;bacteriap25
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Myxococcota;Polyangia
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Bacteroidota;Kapabacteria
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Chloroflexi;AD3
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Dependentiae;Babeliae
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Firmicutes;Desulfitobacteriia
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Myxococcota;Myxococcia
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Nitrospirota;4-29-1
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	Bacteria;Bacteria;Planctomycetota;OM190
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Archaea;Archaea;Crenarchaeota;Nitrososphaeria
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Acidobacteriota;FFCH5909
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Chloroflexi;TK10
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Firmicutes;Bacilli
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Firmicutes;Negativicutes
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Myxococcota;bacteriap25
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia	Bacteria;Bacteria;Firmicutes;Limnochordia
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia	Bacteria;Bacteria;Firmicutes;Symbiobacteriia
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Acidobacteriota;FFCH5909
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Chloroflexi;SHA-26
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Deinococcota;Deinococci
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Bacteria;Bacteria;Actinobacteriota;MB-A2-108	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;FFCH5909
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Myxococcota;bacteriap25
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage
Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	Bacteria;Bacteria;Armatimonadota;Armatimonadia
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	Bacteria;Bacteria;Bdellovibrionota;Oligoflexia
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Acidobacteriota;Subgroup 18
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia
Bacteria;Bacteria;Armatimonadota;Armatimonadia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Acidobacteriota;AT-s3-28
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Acidobacteriota;Holophagae
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group
Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Bacteria;Bacteria;Patescibacteria;Microgenomatia
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Acidobacteriota;Acidobacteriae
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Acidobacteriota;Subgroup 5
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Bacteroidota;Kapabacteria
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Chloroflexi;AD3
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Chloroflexi;Gitt-GS-136
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Entotheonellaeota;Entotheonellia
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Planctomycetota;Phycisphaerae
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria
Bacteria;Bacteria;Bacteroidota;Bacteroidia	Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Bacteroidota;Kryptonia
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia
Bacteria;Bacteria;Bacteroidota;Kapabacteria	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Bacteroidota;Kryptonia	Bacteria;Bacteria;Acidobacteriota;AT-s3-28
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Bacteroidota;Kapabacteria
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Bacteroidota;Kryptonia
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Latescibacterota;Latescibacteria
Bacteria;Bacteria;Chloroflexi;AD3	Bacteria;Bacteria;Nitrospirota;4-29-1
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Acidobacteriota;AT-s3-28
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Chloroflexi;OLB14
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Firmicutes;Negativicutes
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Hydrogenedentes;Hydrogenedentia
Bacteria;Bacteria;Chloroflexi;Anaerolineae	Bacteria;Bacteria;Patescibacteria;Berkelbacteria
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Archaea;Archaea;Crenarchaeota;Nitrososphaeria
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Archaea;Archaea;Thermoplasmatota;Thermoplasmata
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Acidobacteriota;Blastocatellia
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Acidobacteriota;Subgroup 25
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Actinobacteriota;Actinobacteria
